target,model,seed,horizon,ws_rmse,ws_mae,wd_mae,windows
sd1042,Autoformer,44.0,5,1.3761731386184692,1.0127015113830566,12.762863159179688,3643
sd1042,Autoformer,44.0,6,1.4544017314910889,1.0734654664993286,13.728940963745117,3643
sd1042,Wind-Mamba,45.0,1,0.699832558631897,0.5026089549064636,6.882354259490967,3643
sd1042,Wind-Mamba,45.0,2,0.893725574016571,0.6101256012916565,8.681474685668945,3643
sd1042,Wind-Mamba,45.0,3,1.0273001194000244,0.7015994787216187,9.885994911193848,3643
sd1042,Wind-Mamba,45.0,4,1.1234149932861328,0.7830658555030823,10.84044075012207,3643
sd1042,Wind-Mamba,45.0,5,1.2068655490875244,0.8404053449630737,11.682464599609375,3643
sd1042,Wind-Mamba,45.0,6,1.2733246088027954,0.8942352533340454,12.733348846435547,3643
sd1042,Mamba,45.0,1,0.9597547054290771,0.690520703792572,9.568306922912598,3643
sd1042,Mamba,45.0,2,1.1132997274398804,0.8141002058982849,10.675053596496582,3643
sd1042,Mamba,45.0,3,1.210183024406433,0.8923377990722656,11.652992248535156,3643
sd1042,Mamba,45.0,4,1.2977404594421387,0.9620131850242615,12.434372901916504,3643
sd1042,Mamba,45.0,5,1.3676328659057617,1.01630699634552,13.342890739440918,3643
sd1042,Mamba,45.0,6,1.4312257766723633,1.0607659816741943,14.162422180175781,3643
sd1042,Autoformer,45.0,1,0.8791958093643188,0.6168927550315857,9.031933784484863,3643
sd1042,Autoformer,45.0,2,1.0404820442199707,0.7385368347167969,10.245880126953125,3643
sd1042,Autoformer,45.0,3,1.1484192609786987,0.8225528597831726,11.304961204528809,3643
sd1042,Autoformer,45.0,4,1.2329636812210083,0.8968369960784912,12.180594444274902,3643
sd1042,Autoformer,45.0,5,1.298944354057312,0.9571178555488586,13.000900268554688,3643
sd1042,Autoformer,45.0,6,1.3595420122146606,1.0046217441558838,13.90483283996582,3643
sd1042,Wind-Mamba,46.0,1,0.6851782202720642,0.4854526221752167,6.764675617218018,3643
sd1042,Wind-Mamba,46.0,2,0.8891652226448059,0.6091859936714172,8.610920906066895,3643
sd1042,Wind-Mamba,46.0,3,1.0222454071044922,0.6947629451751709,9.898776054382324,3643
sd1042,Wind-Mamba,46.0,4,1.1248283386230469,0.7785254120826721,10.931730270385742,3643
sd1042,Wind-Mamba,46.0,5,1.2120671272277832,0.8385944366455078,11.80345630645752,3643
sd1042,Wind-Mamba,46.0,6,1.2813091278076172,0.8927388191223145,12.848021507263184,3643
sd1042,Mamba,46.0,1,1.0433967113494873,0.7373641729354858,10.863288879394531,3643
sd1042,Mamba,46.0,2,1.1219942569732666,0.7934682965278625,11.949187278747559,3643
sd1042,Mamba,46.0,3,1.198993444442749,0.8603710532188416,13.049093246459961,3643
sd1042,Mamba,46.0,4,1.2600058317184448,0.9172629117965698,13.575495719909668,3643
sd1042,Mamba,46.0,5,1.3129898309707642,0.9681978225708008,14.269795417785645,3643
sd1042,Mamba,46.0,6,1.3660805225372314,1.009708046913147,15.074976921081543,3643
sd1042,Autoformer,46.0,1,0.9156838059425354,0.6697264313697815,9.72815990447998,3643
sd1042,Autoformer,46.0,2,1.059345006942749,0.7727921605110168,10.749163627624512,3643
sd1042,Autoformer,46.0,3,1.1550281047821045,0.8473457098007202,11.626705169677734,3643
sd1042,Autoformer,46.0,4,1.239009141921997,0.9171071648597717,12.298436164855957,3643
sd1042,Autoformer,46.0,5,1.3130289316177368,0.9761055707931519,13.144643783569336,3643
sd1042,Autoformer,46.0,6,1.3757386207580566,1.0258911848068237,14.173978805541992,3643
sd1091,Persistence,,1,0.5346567630767822,0.339837908744812,4.477569103240967,2384
sd1091,Persistence,,2,0.6859995722770691,0.4495766758918762,6.160958290100098,2384
sd1091,Persistence,,3,0.7735642790794373,0.516332745552063,7.047219276428223,2384
sd1091,Persistence,,4,0.8335826396942139,0.5613779425621033,7.786431789398193,2384
sd1091,Persistence,,5,0.8788182139396667,0.5974134206771851,8.408671379089355,2384
sd1091,Persistence,,6,0.9126037359237671,0.6275954842567444,8.876681327819824,2384
sd1091,Wind-Mamba,42.0,1,0.5091702938079834,0.3332669138908386,4.567662239074707,2384
sd1091,Wind-Mamba,42.0,2,0.6438350081443787,0.4336976408958435,6.080665588378906,2384
sd1091,Wind-Mamba,42.0,3,0.7171072363853455,0.48897382616996765,6.864834308624268,2384
sd1091,Wind-Mamba,42.0,4,0.7653412818908691,0.5279917120933533,7.594184398651123,2384
sd1091,Wind-Mamba,42.0,5,0.7939469814300537,0.5525395274162292,8.163432121276855,2384
sd1091,Wind-Mamba,42.0,6,0.8217629194259644,0.5732381939888,8.551939964294434,2384
sd1091,Mamba,42.0,1,0.5521048307418823,0.36265578866004944,5.084714412689209,2384
sd1091,Mamba,42.0,2,0.6888024806976318,0.47193822264671326,6.3617024421691895,2384
sd1091,Mamba,42.0,3,0.767685055732727,0.53745436668396,7.206368446350098,2384
