architecture,loss_variant,target,ws_rmse_mean,ws_mae_mean,wd_mae_mean,r2_mean,parameter_count_mean,ws_rmse_sample_std,ws_mae_sample_std,wd_mae_sample_std,r2_sample_std,parameter_count_sample_std
DPFMformerMarine,common_smoothl1_dircos,sd1042,1.2109217166900634,0.9090201497077942,15.10368595123291,0.8570383459329605,13095.0,0.038586178012086185,0.034951748528175154,1.29025656571132,0.008973988270412495,0.0
DPFMformerMarine,common_smoothl1_dircos,sd1091,0.7798004865646362,0.552418839931488,9.622741889953613,0.8370196104049683,13095.0,0.014828155551513018,0.01397140326577704,0.39262850166325197,0.0062246901982679,0.0
DPFMformerMarine,common_smoothl1_dircos,target_mean,0.9953611016273498,0.7307194948196412,12.363213920593262,0.8470289781689644,,0.02238420195444618,0.01995780081661366,0.7856723552523502,0.006074751769046492,
DPFMformerMarine,paper_kfl_dircos,sd1042,1.2887871503829955,0.969318950176239,14.701977729797363,0.8375541061162949,13095.0,0.09054589205723645,0.08033740877774019,1.3967543783384757,0.022465246358776864,0.0
DPFMformerMarine,paper_kfl_dircos,sd1091,0.7935123682022095,0.5614594101905823,9.237079048156739,0.8311762541532517,13095.0,0.022666127892632764,0.02553374669170571,0.39279441404358056,0.009668941311652688,0.0
DPFMformerMarine,paper_kfl_dircos,target_mean,1.0411497592926025,0.7653891801834106,11.96952838897705,0.8343651801347732,,0.05348645698584197,0.050083635787954654,0.8537263827090067,0.014949724780051321,
