variant,target,ws_rmse_mean,ws_mae_mean,wd_mae_mean,r2_mean,upper_tail_ws_rmse_mean,upper_tail_count_mean,upper_tail_ratio_mean,ws_rmse_sample_std,ws_mae_sample_std,wd_mae_sample_std,r2_sample_std,upper_tail_ws_rmse_sample_std,upper_tail_count_sample_std,upper_tail_ratio_sample_std
dir_cos_unweighted,sd1042,1.059049391746521,0.7249702334403991,10.16971549987793,0.8907294183969497,1.1530059576034546,4488.0,0.20532528136151523,0.010785301734958374,0.011494379313370839,0.06338392652589024,0.0022211436316565483,0.04136461152225461,0.0,0.0
dir_cos_unweighted,sd1091,0.73415048122406,0.4967298686504364,7.228865051269532,0.8554844230413436,2.042434740066528,144.0,0.010067114093959731,0.02163910298374305,0.013008203555005572,0.250924241504905,0.00863249790806784,0.03852494605523502,0.0,0.0
dir_cos_unweighted,target_mean,0.8965999364852906,0.6108500510454178,8.69929027557373,0.8731069207191468,1.5977203488349914,2316.0,0.10769619772773749,0.008489016841453796,0.006551173106310662,0.1432310461699935,0.0037131969466990297,0.013525756277804188,0.0,0.0
dir_l1_unweighted,sd1042,1.0552594184875488,0.7230670213699341,10.12697238922119,0.8915160685777664,1.1347415447235107,4488.0,0.20532528136151523,0.006239411542102568,0.00912492830413162,0.01284032798693215,0.001282158486497821,0.01944768758084157,0.0,0.0
dir_l1_unweighted,sd1091,0.7233115673065186,0.48979690074920657,7.021034145355225,0.859810733795166,1.9841620445251464,144.0,0.010067114093959731,0.005651973494091667,0.0012473756752763802,0.07516957022889312,0.002193444176966504,0.03523691640698133,0.0,0.0
dir_l1_unweighted,target_mean,0.8892854928970337,0.6064319610595703,8.574003267288209,0.8756634011864662,1.5594517946243287,2316.0,0.10769619772773749,0.003855913529359986,0.004516853735972399,0.03363803941809146,0.0011785236100297438,0.025177647707075517,0.0,0.0
upper_tail_weighted_dir_cos_training_p95,sd1042,1.0614250898361206,0.7273291945457458,10.164477348327637,0.890232490003109,1.1417310953140258,4488.0,0.20532528136151523,0.013984239977688528,0.012531797287117,0.09644949286070616,0.0029107980885031658,0.10452438228976754,0.0,0.0
upper_tail_weighted_dir_cos_training_p95,sd1091,0.7267297625541687,0.4928885936737061,7.217549514770508,0.858474338054657,1.9513508081436157,144.0,0.010067114093959731,0.008412842805269136,0.005738918772656604,0.20691877240814557,0.0032769429542817536,0.03657174131725922,0.0,0.0
upper_tail_weighted_dir_cos_training_p95,target_mean,0.8940774261951446,0.6101088941097259,8.691013431549072,0.874353414028883,1.546540951728821,2316.0,0.10769619772773749,0.008151476114320438,0.005735038171229346,0.08280235449732547,0.002191469245387642,0.05870690494524087,0.0,0.0
