source_training_ws_p95,source_training_gust_p95,source_training_abs_delta_u_p99,source_training_abs_delta_v_p99,source_training_circular_wd_change_p95,source_training_hf_q25,source_training_hf_q50,source_training_hf_q75,source_training_ws_point_count,source_training_gust_point_count,source_training_forecast_point_count,source_training_window_count
10.580439745930407,12.394202020202018,2.931263635389228,3.318888888962726,19.520925010890313,0.06685787716476974,0.10120664982070245,0.14877997823860162,36807,36807,218874,36479
