target,WS-RMSE,WS-MAE,WD-MAE,Extreme WS-RMSE,R^2
SD1042,1.049914410188544,0.7058627274937594,10.144876881328132,0.9209939386626078,0.8926152607253873
SD1091,0.7804787070128117,0.5153556776793478,7.126255385294323,0.8677308494151561,0.8367832345661993
