model,target,test_ws_rmse,test_ws_mae,test_wd_mae,test_ws_r2
ARIMA,sd1042,1.125009012644845,0.7484797638269854,10.453320534203138,0.8767046114035268
ARIMA,sd1091,0.9578052750371803,0.5614304304867253,7.555361951070184,0.7541913305755272
SARIMA,sd1042,1.1519659628671801,0.7659785937387481,10.94519110011602,0.8707251255228821
SARIMA,sd1091,0.9969677301546496,0.5819832622152864,7.7025931747374194,0.7336792841908629
